SpeciesLatinName,SpeciesCommonName,Tissue,MammalNumberHorvath,Order,adult_mass_g,gestation_y,maturity_y,max_lifespan_y,age_range_lo,age_range_hi,n_samples,young_0.1,young_0.2,young_0.3,young_0.4,young_0.5,young_0.6,young_0.7,young_0.8,young_0.9,young_1.0,old_1.0,old_1.5,old_2.0
Sus scrofa domesticus,Pig,FrontalCortex,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.003454437,0.172364503,16,1.185565341,0.556430609,0.556430609,0.556430609,0.556430609,0.556430609,0.556430609,0.556430609,0.556430609,0.556430609,0.69300416,6.421590844,
Sus scrofa domesticus,Pig,Kidney,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.003454437,0.172364503,16,1.1899296,0.53142931,0.53142931,0.53142931,0.53142931,0.53142931,0.53142931,0.53142931,0.53142931,0.53142931,-0.934880377,0.414668508,
Sus scrofa domesticus,Pig,Liver,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.003454437,0.172364503,16,1.692695582,0.620541965,0.620541965,0.620541965,0.620541965,0.620541965,0.620541965,0.620541965,0.620541965,0.620541965,-0.326149147,0.088086876,
Sus scrofa domesticus,Pig,Lung,4.7.1,Artiodactyla,350000.0,0.315068493,0.458334,23.0,0.003454437,0.172364503,15,1.394316179,0.63301881,0.63301881,0.63301881,0.63301881,0.63301881,0.63301881,0.63301881,0.63301881,0.63301881,1.011175998,-2.432033546,
Sus scrofa minusculus,Winsconsin miniature pig,Blood,4.7.2,Artiodactyla,100000.0,0.315068493,0.458334,23.0,0.000952948,0.223942823,60,1.487539711,1.133074632,0.729842295,0.729842295,0.729842295,0.729842295,0.729842295,0.729842295,0.729842295,0.729842295,0.553818749,1.589435675,1.589435675
Tachyglossus aculeatus,Short-beaked echidna,Blood,21.2.1,Monotremata,3500.0,0.091780822,1.501369863,49.5,0.008417508,0.21010101,5,-1.574524481,-1.574524481,0.181028395,0.181028395,0.181028395,0.181028395,0.181028395,0.181028395,0.181028395,0.181028395,,,
Tadarida brasiliensis,Mexican free-tailed bat,Skin,8.8.3,Chiroptera,12.5,0.21369863,1.123287671,12.0,0.016666667,0.516666667,19,1.637871216,1.637871216,0.649081227,0.395699919,0.395699919,0.306959982,0.306959982,0.306959982,0.306959982,0.306959982,0.291461635,0.291461635,0.291461635
Tragelaphus angasii,Nyala,Blood,4.1.19,Artiodactyla,120000.0,0.61369863,1.238356164,18.5,0.116105146,0.591188449,5,,,,0.356507522,0.10539288,0.102240192,0.102240192,0.102240192,0.102240192,0.102240192,0.102240192,-0.146476203,-0.146476203
Tragelaphus eurycerus,Bongo,Blood,4.1.20,Artiodactyla,307500.0,0.789041096,2.356164384,21.9,0.000375048,0.657209205,5,2.728364238,2.728364238,0.380169241,0.380169241,0.380169241,0.380169241,0.157300618,0.157300618,0.157300618,0.157300618,,,
Tragelaphus imberbis,Lesser kudu,Blood,4.1.21,Artiodactyla,82500.0,0.643835616,1.380821918,19.8,0.000553101,0.579096924,7,1.128933266,1.128933266,1.128933266,1.128933266,0.173836401,0.16312758,0.16312758,0.16312758,0.16312758,0.16312758,0.743113425,0.743113425,0.743113425
Tragelaphus strepsiceros,Greater kudu,Blood,4.1.23,Artiodactyla,217500.0,0.624657534,1.416438356,23.5,0.01106383,0.595744681,9,,0.4042799,0.4042799,0.4042799,0.4042799,0.158147796,0.158147796,0.158147796,0.158147796,0.158147796,0.197821832,0.197821832,0.23543123
Trichechus manatus,West Indian manatee,Blood,14.1.1,Sirenia,467324.83,0.917808219,3.001369863,69.0,0.017391304,0.494955808,9,0.090489197,0.090489197,0.090489197,0.090489197,0.064072793,0.064072793,0.064072793,0.064072793,0.064072793,0.064072793,,,
Tupaia longipes,Long-footed treeshrew,Skin,17.1.3,Scandentia,164.1,0.128757991,0.310787671,12.0,0.066666667,0.25,10,-1.170553985,1.037231215,1.084318804,1.084318804,1.084318804,1.084318804,1.084318804,1.084318804,1.084318804,1.084318804,1.39059582,1.611621417,
Tupaia tana,Large treeshrew,Skin,17.1.4,Scandentia,197.8,0.128757991,0.310787671,11.6,0.086206897,0.25862069,27,,0.926381883,0.859448908,0.859448908,0.859448908,0.859448908,0.859448908,0.859448908,0.859448908,0.859448908,0.922797375,0.928528339,
Tursiops aduncus,Indo-Pacific bottlenose dolphin,Skin,4.13.9,Artiodactyla,130000.0,1.0,6.75,49.0,0.06122449,0.755102041,44,,-0.212365575,-0.025632337,0.067154391,0.07517921,0.053640184,0.046901113,0.021673249,0.021673249,0.021673249,0.02809338,0.015941814,0.002361249
Tursiops truncatus,Bottlenose dolphin,Blood,4.13.6,Artiodactyla,200000.0,1.030136986,8.931506849,67.0,0.00854046,0.863731343,143,0.277335846,0.136358908,0.088529953,0.05763328,0.053512953,0.05625072,0.0520649,0.047773357,0.049405512,0.049405512,0.049318105,0.050031109,0.053355626
Tursiops truncatus,Bottlenose dolphin,Skin,4.13.6,Artiodactyla,200000.0,1.030136986,8.931506849,67.0,0.011641791,0.863731343,115,0.209571331,0.077547372,-0.009394485,-0.01072188,0.02921235,0.040580885,0.037100769,0.033891234,0.032435932,0.032435932,0.03570534,0.036474125,0.047821405
Varecia rubra,Red ruffed lemur,Blood,1.3.14,Primates,3601.3,0.268493151,1.724657534,37.5,0.010133333,0.929333333,3,,,,,,,,,,0.021957937,,,
Varecia rubra,Red ruffed lemur,Blood&Skin,1.3.14,Primates,3601.3,0.268493151,1.724657534,37.5,0.010133333,0.929333333,4,,,,0.13166668,0.13166668,0.13166668,0.13166668,0.13166668,0.13166668,0.027290101,,,
Varecia variegata,Black and white ruffed lemur,Blood,1.3.13,Primates,3482.3,0.268493151,1.717808219,39.4,0.021827411,0.999746193,3,,,,0.157362239,0.157362239,0.157362239,0.157362239,0.157362239,0.157362239,0.059565094,0.062455023,0.062455023,0.062455023
Varecia variegata,Black and white ruffed lemur,Blood&Skin,1.3.13,Primates,3482.3,0.268493151,1.717808219,39.4,0.021827411,0.999746193,4,,,0.166538645,0.16422111,0.16422111,0.16422111,0.16422111,0.16422111,0.16422111,0.063002848,0.062455023,0.062455023,0.062455023
Vicugna pacos,Alpaca,Blood,4.2.1,Artiodactyla,62000.0,0.945205479,1.276712329,25.8,0.064599483,0.581395349,5,,,,0.30783921,0.30783921,0.147652498,0.147652498,0.147652498,0.147652498,0.147652498,0.039007046,0.039007046,0.039007046
Zalophus californianus,California sea lion,Blood,5.8.3,Carnivora,180000.0,0.709589041,4.001369863,35.7,0.000230071,0.850574316,69,0.711437266,0.284936564,0.231635005,0.214107996,0.180782008,0.147543592,0.129159787,0.116132024,0.102256552,0.102256552,0.098904671,0.099331642,0.096625818
Zalophus californianus,California sea lion,Skin,5.8.3,Carnivora,180000.0,0.709589041,4.001369863,35.7,0.041456583,0.903183998,17,1.001167221,0.138487823,0.138487823,0.138487823,0.138487823,-0.004653652,0.084077571,0.084077571,0.077810575,0.065939138,0.069816524,0.067439459,0.064862878
