SpeciesLatinName,SpeciesCommonName,Tissue,MammalNumberHorvath,Order,adult_mass_g,gestation_y,maturity_y,max_lifespan_y,age_range_lo,age_range_hi,n_samples,state,arocm,state_base,direction
Zalophus californianus,California sea lion,Skin,5.8.3,Carnivora,180000.0,0.709589041,4.001369863,35.7,0.041456583,0.903183998,17,TxEx1-,0.034236241,TxEx1,hypo
Acinonyx jubatus,Cheetah,Blood,5.2.1,Carnivora,53500.0,0.24109589,1.249315068,20.5,0.05021619,0.606333784,14,PromF5+,-0.074009252,PromF5,hyper
Acomys cahirinus,Spiny mouse,Fibroblast,9.9.5,Rodentia,45.2,0.104109589,0.160273973,5.9,-0.008822847,0.677501741,46,PromF5+,0.092423176,PromF5,hyper
Acomys cahirinus,Spiny mouse,Skin,9.9.5,Rodentia,45.2,0.104109589,0.160273973,5.9,0.01346645,0.465753425,61,PromF5+,0.529709567,PromF5,hyper
Antrozous pallidus,Pallid bat,Skin,8.7.1,Chiroptera,20.8,0.169863014,1.0,14.8,0.013513514,0.472972973,23,PromF5+,0.476959951,PromF5,hyper
Aonyx cinereus,Asian small-clawed otter,Blood,5.6.1,Carnivora,3000.0,0.17260274,2.0,23.0,0.330077427,0.790434783,12,PromF5+,0.115117916,PromF5,hyper
Apodemus sylvaticus,Long-tailed field mouse,Blood,9.9.15,Rodentia,23.4,0.063013699,0.18630137,6.3,0.025657752,0.16612307,36,PromF5+,3.542239101,PromF5,hyper
Apodemus sylvaticus,Long-tailed field mouse,Liver,9.9.15,Rodentia,23.4,0.063013699,0.18630137,6.3,0.025657752,0.112198304,23,PromF5+,4.738168227,PromF5,hyper
Apodemus sylvaticus,Long-tailed field mouse,Skin,9.9.15,Rodentia,23.4,0.063013699,0.18630137,6.3,0.025657752,0.16612307,31,PromF5+,2.732521612,PromF5,hyper
Balaena mysticetus,Bowhead whale,Skin,4.11.1,Artiodactyla,100000000.0,1.164383562,22.49863014,211.0,0.004739336,0.658767773,79,PromF5+,-0.007016639,PromF5,hyper
Bos taurus,Cattle,Blood,4.1.4,Artiodactyla,750000.0,0.75890411,1.501369863,38.0,0.013410238,0.379596251,277,PromF5+,0.087565754,PromF5,hyper
Bos taurus,Cattle,Oocyte,4.1.4,Artiodactyla,750000.0,0.75890411,1.501369863,38.0,0.042682048,0.289185292,80,PromF5+,0.048860446,PromF5,hyper
Bos taurus,Cattle,Skin,4.1.4,Artiodactyla,750000.0,0.75890411,1.501369863,38.0,0.045710166,0.207858688,95,PromF5+,0.002127675,PromF5,hyper
Callithrix jacchus,Common marmoset,Blood,1.8.2,Primates,255.2,0.394520548,1.176712329,22.8,0.021929825,0.683333333,95,PromF5+,0.154216456,PromF5,hyper
Canis lupus familiaris,Dog,Blood,5.1.1,Carnivora,26625.0,0.169863014,1.832876712,24.0,0.004166667,0.729166667,742,PromF5+,0.109478201,PromF5,hyper
Capra hircus,Domestic goat,Skin,4.1.5,Artiodactyla,61000.0,0.424657534,1.494520548,20.8,0.043993678,0.410958904,78,PromF5+,0.199419727,PromF5,hyper
Capreolus capreolus,Roe deer,Blood,4.3.1,Artiodactyla,21666.7,0.419178082,1.463013699,17.5,0.038095238,0.780952381,188,PromF5+,0.236318445,PromF5,hyper
Carollia perspicillata,Seba's short-tailed bat,Skin,8.4.2,Chiroptera,15.0,0.260273973,0.74,17.0,0.011764706,0.617647059,32,PromF5+,0.202936793,PromF5,hyper
Ceratotherium simum simum,White rhino,Blood,6.2.1,Perissodactyla,2175000.0,1.410958904,4.501369863,45.0,0.00699673,0.659213628,23,PromF5+,0.085800464,PromF5,hyper
Cervus canadensis,Wapity elk,Blood,4.3.5,Artiodactyla,280093.29,0.687671233,2.0,25.0,0.003835616,0.547068493,42,PromF5+,0.122090237,PromF5,hyper
Cervus elaphus,Red deer,Blood,4.3.2,Artiodactyla,200000.0,0.671232877,2.167123288,31.5,0.002696238,0.344161774,53,PromF5+,0.095975191,PromF5,hyper
Cheirogaleidae,Cheirogaleidae,Blood,1.6,Primates,248.9333333,0.193150685,0.921917808,22.73333333,0.020674487,1.302932551,6,PromF5+,0.049189775,PromF5,hyper
Cheirogaleus medius,Fat-tailed dwarf lemur,Blood&Skin,1.6.1,Primates,380.0,0.167123288,1.0,30.0,0.033,0.987333333,3,PromF5+,0.031658295,PromF5,hyper
Chlorocebus aethiops sabaeus,Vervet,Blood,1.4.1,Primates,5620.0,0.443835616,3.916438356,30.8,8.9e-05,0.812399929,144,PromF5+,0.094378373,PromF5,hyper
Chlorocebus aethiops sabaeus,Vervet,Cortex,1.4.1,Primates,5620.0,0.443835616,3.916438356,30.8,0.0,0.743728874,48,PromF5+,0.086478516,PromF5,hyper
Chlorocebus aethiops sabaeus,Vervet,Liver,1.4.1,Primates,5620.0,0.443835616,3.916438356,30.8,0.0,0.708503825,48,PromF5+,0.15379144,PromF5,hyper
Chrysocyon brachyurus,Maned wolf,Blood,5.1.3,Carnivora,21500.0,0.175342466,2.0,16.8,0.282585313,0.810925329,5,PromF5+,0.242120962,PromF5,hyper
Connochaetes taurinus albojubatus,White-bearded gnu,Blood,4.1.6,Artiodactyla,164500.0,0.693150685,1.812328767,24.3,0.288065844,0.780658436,10,PromF5+,0.146138287,PromF5,hyper
Crocuta crocuta,Spotted hyena,Blood,5.5.1,Carnivora,63000.0,0.301369863,2.375342466,41.1,0.032116788,0.426034063,6,PromF5+,0.103460148,PromF5,hyper
Cynopterus brachyotis,Lesser short-nosed fruit bat,Skin,8.5.1,Chiroptera,45.0,0.306849315,0.69,13.0,0.515384615,0.992307692,10,PromF5+,0.15352913,PromF5,hyper
Daubentonia madagascariensis,Aye-aye,Blood,1.9.1,Primates,2277.5,0.452054795,4.25,37.0,0.018918919,0.991081081,3,PromF5+,0.049944248,PromF5,hyper
Daubentonia madagascariensis,Aye-aye,Blood&Skin,1.9.1,Primates,2277.5,0.452054795,4.25,37.0,0.018918919,0.991081081,4,PromF5+,0.053159275,PromF5,hyper
Daubentoniidae,Daubentoniidae,Blood,1.9,Primates,2277.5,0.452054795,4.25,37.0,0.018918919,0.991081081,3,PromF5+,0.049944248,PromF5,hyper
Delphinapterus leucas,Beluga whale,Blood,4.19.1,Artiodactyla,1430000.0,1.279452055,11.00753425,50.0,0.001,0.9788,67,PromF5+,0.056869387,PromF5,hyper
Delphinapterus leucas,Beluga whale,Skin,4.19.1,Artiodactyla,1430000.0,1.279452055,11.00753425,50.0,-0.02,0.984164384,118,PromF5+,0.026843812,PromF5,hyper
Desmodus rotundus,Common vampire bat,Skin,8.4.3,Chiroptera,33.2,0.517808219,0.780821918,29.9,0.010033445,0.578595318,44,PromF5+,0.076072924,PromF5,hyper
Diceros bicornis,Eastern black rhinoceros,Blood,6.2.2,Perissodactyla,1100000.0,1.298630137,5.589041096,49.0,0.196119516,0.632040816,5,PromF5+,0.008642993,PromF5,hyper
Eidolon helvum,Straw-colored fruit bat,Skin,8.5.2,Chiroptera,306.25,0.753424658,1.75000274,21.8,0.155963303,0.756880734,24,PromF5+,0.140519696,PromF5,hyper
Elephas maximus,Asian elephant,Blood,2.1.1,Proboscidea,3178000.0,1.764383562,9.005479452,88.0,0.026805729,0.83620797,83,PromF5+,0.006248032,PromF5,hyper
Eptesicus fuscus,Big brown bat,Muscle,8.7.2,Chiroptera,23.0,0.164383562,1.749315068,23.0,0.013043478,0.147826087,6,PromF5+,-0.171462018,PromF5,hyper
Eptesicus fuscus,Big brown bat,Skin,8.7.2,Chiroptera,23.0,0.164383562,1.749315068,23.0,0.013043478,0.795652174,70,PromF5+,0.206250685,PromF5,hyper
Equus africanus somaliensis,Somali wild ass,Blood,6.1.4,Perissodactyla,250000.0,1.006849315,1.75,47.0,0.050562861,0.213435857,7,PromF5+,0.269430001,PromF5,hyper
Equus caballus,Horse,Blood,6.1.1,Perissodactyla,300000.0,0.923287671,2.584931507,57.0,8.77e-05,0.49122807,210,PromF5+,0.10085413,PromF5,hyper
Equus caballus,Horse,Liver,6.1.1,Perissodactyla,300000.0,0.923287671,2.584931507,57.0,0.000730994,0.50877193,48,PromF5+,0.130148636,PromF5,hyper
Equus quagga,Zebra,Blood,6.1.3,Perissodactyla,280000.0,1.0,2.465753425,38.0,0.004109589,0.531795242,76,PromF5+,0.134182721,PromF5,hyper
Equus quagga,Zebra,Skin,6.1.3,Perissodactyla,280000.0,1.0,2.465753425,38.0,0.004253684,0.651838421,20,PromF5+,0.104701162,PromF5,hyper
Eulemur albifrons,White-headed lemur,Blood&Skin,1.3.1,Primates,2231.59,0.328767123,2.657534247,34.59,0.568083261,1.0,3,PromF5+,0.082688761,PromF5,hyper
Eulemur collaris,Collared brown lemur,Blood,1.3.7,Primates,2333.61,0.336986301,2.073972599,37.0,0.022702703,0.914324324,3,PromF5+,0.058583233,PromF5,hyper
Eulemur collaris,Collared brown lemur,Blood&Skin,1.3.7,Primates,2333.61,0.336986301,2.073972599,37.0,0.022702703,0.914324324,4,PromF5+,0.055226952,PromF5,hyper
Eulemur coronatus,Crowned lemur,Blood&Skin,1.3.2,Primates,1645.0,0.345205479,1.665753425,30.0,0.032666667,0.636666667,3,PromF5+,0.039936295,PromF5,hyper
Eulemur flavifrons,Blue-eyed black lemur,Blood,1.3.8,Primates,2433.0,0.347945205,2.1,32.0,0.01,0.85625,3,PromF5+,0.073558463,PromF5,hyper
Eulemur flavifrons,Blue-eyed black lemur,Blood&Skin,1.3.8,Primates,2433.0,0.347945205,2.1,32.0,0.01,0.85625,4,PromF5+,0.083004607,PromF5,hyper
Eulemur macaco,Black lemur,Blood,1.3.4,Primates,2467.0,0.328767123,1.104109589,37.5,0.253866667,0.919466667,3,PromF5+,0.059322452,PromF5,hyper
Eulemur macaco,Black lemur,Blood&Skin,1.3.4,Primates,2467.0,0.328767123,1.104109589,37.5,0.253866667,0.919466667,4,PromF5+,0.063825196,PromF5,hyper
Eulemur mongoz,Mongoose lemur,Blood,1.3.5,Primates,1555.0,0.328767123,2.349315068,36.2,0.022651934,0.85,3,PromF5+,0.032715697,PromF5,hyper
Eulemur mongoz,Mongoose lemur,Blood&Skin,1.3.5,Primates,1555.0,0.328767123,2.349315068,36.2,0.022651934,0.85,4,PromF5+,-0.004112343,PromF5,hyper
Eulemur rubriventer,Red-bellied lemur,Blood,1.3.6,Primates,2191.5,0.328767123,2.734246575,34.0,0.231470588,0.995294118,3,PromF5+,0.073284635,PromF5,hyper
Eulemur rubriventer,Red-bellied lemur,Blood&Skin,1.3.6,Primates,2191.5,0.328767123,2.734246575,34.0,0.231470588,0.995294118,4,PromF5+,0.052000635,PromF5,hyper
Eulemur sanfordi,Sanford's brown lemur,Blood,1.3.10,Primates,2111.34,0.328767123,1.819178082,32.94,0.286581664,1.0,3,PromF5+,0.080384557,PromF5,hyper
Eulemur sanfordi,Sanford's brown lemur,Blood&Skin,1.3.10,Primates,2111.34,0.328767123,1.819178082,32.94,0.286581664,1.0,4,PromF5+,0.076340108,PromF5,hyper
Felis catus,Domestic cat,Blood,5.2.2,Carnivora,3900.0,0.178082192,0.791780822,30.0,0.007032349,0.697222333,128,PromF5+,0.049258052,PromF5,hyper
Globicephala macrorhynchus,Short-finned pilot whale,Blood,4.13.3,Artiodactyla,2200000.0,1.238356164,12.05753425,63.0,0.11968254,0.30031746,9,PromF5+,-0.069408891,PromF5,hyper
Gorilla gorilla,Western lowland gorilla,Blood,1.1.2,Primates,139842.0,0.701369863,9.375342466,60.1,0.078855569,0.78985025,6,PromF5+,0.049990436,PromF5,hyper
Hapalemur griseus,Bamboo lemur,Blood,1.3.11,Primates,1012.5,0.397260274,3.049315068,27.0,0.273333333,0.967407407,3,PromF5+,0.047929906,PromF5,hyper
Hapalemur griseus,Bamboo lemur,Blood&Skin,1.3.11,Primates,1012.5,0.397260274,3.049315068,27.0,0.273333333,0.967407407,4,PromF5+,0.027345796,PromF5,hyper
Heterocephalus glaber,Naked mole rat,Blood,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.702702703,94,PromF5+,0.135338157,PromF5,hyper
Heterocephalus glaber,Naked mole rat,Cortex,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.287449093,15,PromF5+,-0.214393198,PromF5,hyper
Heterocephalus glaber,Naked mole rat,Heart,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.000148093,0.287449093,21,PromF5+,0.067899665,PromF5,hyper
Heterocephalus glaber,Naked mole rat,Kidney,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.000148093,0.621621622,33,PromF5+,-0.031102089,PromF5,hyper
Heterocephalus glaber,Naked mole rat,Liver,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.702702703,70,PromF5+,0.092475171,PromF5,hyper
Heterocephalus glaber,Naked mole rat,Lung,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.287449093,19,PromF5+,0.157296729,PromF5,hyper
Heterocephalus glaber,Naked mole rat,Muscle,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.287449093,21,PromF5+,0.135200745,PromF5,hyper
Heterocephalus glaber,Naked mole rat,Skin,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.0,0.675675676,107,PromF5+,0.133306802,PromF5,hyper
Hippotragus equinus,Roan antelope,Blood,4.1.9,Artiodactyla,225000.0,0.778082192,2.115068493,25.9,0.000528543,0.372411132,6,PromF5+,0.202957919,PromF5,hyper
Hippotragus niger,Sable antelope,Blood,4.1.10,Artiodactyla,225000.0,0.742465753,2.673972603,22.2,0.000123327,0.527027027,5,PromF5+,0.141121555,PromF5,hyper
Homo sapiens,Human,Adipose,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.633469388,57,PromF5+,0.003190097,PromF5,hyper
Homo sapiens,Human,Blood,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.09322449,0.75137825,584,PromF5+,0.002031841,PromF5,hyper
Homo sapiens,Human,BoneMarrow,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.312653061,0.603265306,20,PromF5+,-0.020492803,PromF5,hyper
Homo sapiens,Human,Cerebellum,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.432653061,0.824489796,46,PromF5+,0.031996217,PromF5,hyper
Homo sapiens,Human,Cortex,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.432653061,0.824489796,46,PromF5+,0.027852549,PromF5,hyper
Homo sapiens,Human,Heart,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.744489796,97,PromF5+,0.000439502,PromF5,hyper
Homo sapiens,Human,Kidney,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.744489796,97,PromF5+,0.008478486,PromF5,hyper
Homo sapiens,Human,Liver,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.744489796,97,PromF5+,-0.015043445,PromF5,hyper
Homo sapiens,Human,Lung,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.696326531,113,PromF5+,-0.00338893,PromF5,hyper
Homo sapiens,Human,LymphNode,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.312653061,0.633469388,27,PromF5+,-0.028922285,PromF5,hyper
Homo sapiens,Human,Muscle,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.633469388,57,PromF5+,-0.002586368,PromF5,hyper
Homo sapiens,Human,Skin,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.0,0.759183673,74,PromF5+,0.017794658,PromF5,hyper
Indriidae,Indriidae,Blood,1.2,Primates,4287.85125,0.403928082,3.835969178,26.47125,0.003866478,1.102719423,8,PromF5+,0.043165417,PromF5,hyper
Lagenorhynchus obliquidens,Pacific white-sided dolphin,Blood,4.13.4,Artiodactyla,103000.0,0.975342466,7.004794521,41.0,0.010550742,0.970487805,17,PromF5+,0.047168205,PromF5,hyper
Lagenorhynchus obliquidens,Pacific white-sided dolphin,Skin,4.13.4,Artiodactyla,103000.0,0.975342466,7.004794521,41.0,0.010550742,0.985232209,17,PromF5+,0.029165082,PromF5,hyper
Lemur catta,Ring-tailed lemur,Blood,1.3.12,Primates,2555.0,0.369863014,2.064383562,37.3,0.001608579,0.880428954,3,PromF5+,0.054372643,PromF5,hyper
Lemur catta,Ring-tailed lemur,Blood&Skin,1.3.12,Primates,2555.0,0.369863014,2.064383562,37.3,0.001608579,0.880428954,4,PromF5+,0.059685305,PromF5,hyper
Lemuridae,Lemuridae,Blood,1.3,Primates,2328.465385,0.330593607,2.014365999,34.63358974,0.001748487,1.147881641,39,PromF5+,0.045707498,PromF5,hyper
Lemuridae,Lemuridae,Skin,1.3,Primates,2315.703077,0.330874605,2.048050579,34.68692308,0.001741528,1.003991002,13,PromF5+,0.043298864,PromF5,hyper
Leptonycteris yerbabuenae,Lesser long-nosed bat,Skin,8.4.4,Chiroptera,25.0,0.410958904,1.0,10.1,0.01980198,0.495049505,11,PromF5+,0.489623488,PromF5,hyper
Litocranius walleri,Gerenuk,Blood,4.1.12,Artiodactyla,43500.0,0.55890411,0.983561644,17.3,0.052224899,0.427452889,7,PromF5+,0.344125834,PromF5,hyper
Lorisidae,Lorisidae,Blood,1.5,Primates,599.4428571,0.499412916,1.132876712,23.65714286,0.028056112,0.888977956,7,PromF5+,0.032200753,PromF5,hyper
Lorisidae,Lorisidae,Skin,1.5,Primates,515.9,0.494977169,1.117351598,22.46666667,0.431750742,0.860385757,3,PromF5+,0.188703044,PromF5,hyper
Loxodonta africana,Savanna elephant,Blood,2.1.2,Proboscidea,4800000.0,1.835616438,10.50410959,65.0,0.018503688,0.745500527,57,PromF5+,0.034848657,PromF5,hyper
Macaca mulatta,Rhesus macaque,Adipose,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.558809524,1.0,5,PromF5+,0.075725304,PromF5,hyper
Macaca mulatta,Rhesus macaque,Blood,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.042619048,1.0,199,PromF5+,0.040362122,PromF5,hyper
Macaca mulatta,Rhesus macaque,Cortex,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,6,PromF5+,0.10231492,PromF5,hyper
Macaca mulatta,Rhesus macaque,Liver,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,5,PromF5+,0.059011868,PromF5,hyper
Macaca mulatta,Rhesus macaque,Lung,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,6,PromF5+,0.09129365,PromF5,hyper
Macaca mulatta,Rhesus macaque,Muscle,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,5,PromF5+,0.014401621,PromF5,hyper
Macaca mulatta,Rhesus macaque,Skin,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.181190476,1.0,51,PromF5+,0.069615198,PromF5,hyper
Macropus fuliginosus,Western grey kangaroo,Blood,11.1.3,Diprotodontia,28250.0,0.082191781,2.123287671,23.2,0.071799717,0.217052433,5,PromF5+,-0.653455579,PromF5,hyper
Macropus giganteus,Eastern grey kangaroo,Blood,11.1.4,Diprotodontia,49500.0,0.098630137,2.642465753,25.0,0.0728,0.532,12,PromF5+,-0.02672802,PromF5,hyper
Macropus rufogriseus,Red-necked wallaby,Blood,11.1.6,Diprotodontia,16200.0,0.079452055,1.373972603,15.2,0.132894737,0.634868421,5,PromF5+,0.123531165,PromF5,hyper
Macropus rufus,Red kangaroo,Blood,11.1.7,Diprotodontia,55000.0,0.090410959,1.812328767,25.0,0.0248,0.4692,37,PromF5+,-0.038955649,PromF5,hyper
Marmota flaviventris,Yellow-bellied marmot,Blood,9.13.1,Rodentia,3500.0,0.082191781,2.0,21.2,0.000471698,0.567924528,153,PromF5+,0.116292073,PromF5,hyper
Megaptera novaeangliae,Humpback whale,Skin,4.12.3,Artiodactyla,30000000.0,0.936986301,7.96,95.0,0.004210526,0.46,91,PromF5+,-0.000891954,PromF5,hyper
Microtus ochrogaster,Prairie vole,Brain,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,PromF5+,1.931482549,PromF5,hyper
Microtus ochrogaster,Prairie vole,Liver,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,PromF5+,1.325676242,PromF5,hyper
Microtus ochrogaster,Prairie vole,Skin,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,PromF5+,1.397714571,PromF5,hyper
Mirza zaza,Northern giant mouse lemur,Blood&Skin,1.6.3,Primates,302.0,0.245205479,1.1,20.0,0.6425,0.903,3,PromF5+,0.074785361,PromF5,hyper
Molossus molossus,Pallas's mastiff bat,Skin,8.8.2,Chiroptera,14.0,0.295890411,1.166667123,6.0,0.05,0.983333333,14,PromF5+,0.56117476,PromF5,hyper
Monodelphis domestica,Opossum,Liver,10.1.3,Didelphimorphia,105.0,0.04109589,0.334246575,5.1,0.007520816,0.641955412,48,PromF5+,0.738318375,PromF5,hyper
Monodelphis domestica,Opossum,Skin,10.1.3,Didelphimorphia,105.0,0.04109589,0.334246575,5.1,0.007520816,0.434595756,45,PromF5+,0.992930235,PromF5,hyper
Mus musculus,Mouse,Aorta,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.086306099,0.110280015,20,PromF5+,10.831857,PromF5,hyper
Mus musculus,Mouse,Blood,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.68125,406,PromF5+,0.08914967,PromF5,hyper
Mus musculus,Mouse,Cerebellum,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.020833333,0.5625,128,PromF5+,0.769804016,PromF5,hyper
Mus musculus,Mouse,Cortex,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.003767123,0.5625,161,PromF5+,0.718445435,PromF5,hyper
Mus musculus,Mouse,Fibroblast,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.005136986,0.648630137,84,PromF5+,0.644555651,PromF5,hyper
Mus musculus,Mouse,Heart,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.004452055,0.546575343,120,PromF5+,1.009072058,PromF5,hyper
Mus musculus,Mouse,HematopoieticStem.Progenitor.LSK,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.090410959,0.568493151,12,PromF5+,-0.449461212,PromF5,hyper
Mus musculus,Mouse,Hippocampus,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.065688531,0.338991178,18,PromF5+,1.68767282,PromF5,hyper
Mus musculus,Mouse,Kidney,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.038356165,0.561875,52,PromF5+,-0.136893778,PromF5,hyper
Mus musculus,Mouse,Liver,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.694672131,597,PromF5+,0.938165848,PromF5,hyper
Mus musculus,Mouse,Lung,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.0625,0.561875,22,PromF5+,0.694506437,PromF5,hyper
Mus musculus,Mouse,MacrophagePeritoneal,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.086306099,0.110280015,42,PromF5+,2.855593528,PromF5,hyper
Mus musculus,Mouse,Muscle,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.5625,208,PromF5+,0.166977178,PromF5,hyper
Mus musculus,Mouse,Skin,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.625,57,PromF5+,0.792566049,PromF5,hyper
Mus musculus,Mouse,Striatum,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.020833333,0.5625,56,PromF5+,0.9038916,PromF5,hyper
Mus musculus,Mouse,SVZ,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.014395394,0.625,10,PromF5+,0.997683473,PromF5,hyper
Mus musculus,Mouse,Tail,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.395833333,69,PromF5+,1.266668767,PromF5,hyper
Mus musculus,Mouse,WholeBrain,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.269925,29,PromF5+,1.746171222,PromF5,hyper
Myotis lucifugus,Little brown bat,Skin,8.7.8,Chiroptera,10.0,0.150684932,0.769,34.0,0.002941176,0.147058824,11,PromF5+,0.522801794,PromF5,hyper
Myotis myotis,Greater mouse-eared bat,Skin,8.7.9,Chiroptera,28.55,0.178082192,1.375342466,37.1,0.026954178,0.242587601,38,PromF5+,0.211099959,PromF5,hyper
Myotis vivesi,Fish-eating bat,Skin,8.7.10,Chiroptera,25.0,0.164383562,1.065753425,10.0,0.01,0.2,17,PromF5+,1.018621953,PromF5,hyper
Nanger dama,Dama gazelle,Blood,4.1.13,Artiodactyla,56900.0,0.569863014,1.5,19.3,0.000425573,0.180442808,8,PromF5+,0.550357948,PromF5,hyper
Nycticebus coucang,Slow loris,Blood&Skin,1.5.2,Primates,890.5,0.515068493,1.583561644,25.8,0.287596899,0.859689922,3,PromF5+,0.071687001,PromF5,hyper
Nycticebus pygmaeus,Pygmy slow loris,Blood,1.5.3,Primates,419.0,0.515068493,0.747945205,20.0,0.035,0.9945,3,PromF5+,0.089926399,PromF5,hyper
Nycticebus pygmaeus,Pygmy slow loris,Blood&Skin,1.5.3,Primates,419.0,0.515068493,0.747945205,20.0,0.035,0.9945,4,PromF5+,0.059246145,PromF5,hyper
Nycticeius humeralis,Evening bat,Muscle,8.7.4,Chiroptera,9.75,0.150684932,0.833334247,6.0,0.0,0.5,24,PromF5+,-0.116854867,PromF5,hyper
Odobenus rosmarus divergens,Pacific walrus,Blood,5.7.1,Carnivora,1012500.0,0.906849315,6.0,41.0,6.68e-05,0.992682927,11,PromF5+,0.053267941,PromF5,hyper
Orcinus orca,Killer whale,Blood,4.13.5,Artiodactyla,3987500.0,1.457534247,10.50719178,80.0,0.011806982,0.6775,36,PromF5+,0.027214132,PromF5,hyper
Orcinus orca,Killer whale,Skin,4.13.5,Artiodactyla,3987500.0,1.457534247,10.50719178,80.0,0.0,0.95,183,PromF5+,-0.004864909,PromF5,hyper
Oreamnos americanus,Mountain goat,Skin,4.1.16,Artiodactyla,90000.0,0.504109589,2.498630137,20.8,0.048076923,0.528846154,18,PromF5+,0.213865086,PromF5,hyper
Oryctolagus cuniculus,European rabbit,Blood,3.1.1,Lagomorpha,1800.0,0.082191781,2.0,9.0,0.111111111,0.5,5,PromF5+,0.3973052,PromF5,hyper
Otolemur crassicaudatus,Greater galago,Blood,1.7.2,Primates,1094.5,0.356164384,1.553424658,22.7,0.311894273,0.647136564,3,PromF5+,0.254819613,PromF5,hyper
Otolemur crassicaudatus,Greater galago,Blood&Skin,1.7.2,Primates,1094.5,0.356164384,1.553424658,22.7,0.311894273,0.647136564,4,PromF5+,0.185853557,PromF5,hyper
Ovis aries,Sheep,Blood,4.1.17,Artiodactyla,80000.0,0.4,2.002739726,22.8,0.127923977,0.306895711,168,PromF5+,0.541824786,PromF5,hyper
Ovis aries,Sheep,Skin,4.1.17,Artiodactyla,80000.0,0.4,2.002739726,22.8,0.004563085,0.39963015,262,PromF5+,0.108629931,PromF5,hyper
Panthera leo nubica,Lion,Blood,5.2.4,Carnivora,175000.0,0.298630137,3.0,27.0,0.046666667,0.475777626,7,PromF5+,0.154949456,PromF5,hyper
Panthera tigris,Tiger,Blood,5.2.5,Carnivora,161914.66,0.287671233,3.675342466,26.3,0.186860919,0.649429658,8,PromF5+,0.127690534,PromF5,hyper
Papio hamadryas,Olive baboon,Adipose,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,0.199733333,0.609066667,41,PromF5+,0.094938378,PromF5,hyper
